log_moneyness,time_to_maturity,volatility,delta
-0.1254598811526375,0.8487642119194556,0.3323116173670804,0.4529941965304639
0.45071430640991617,0.4995718732821767,0.31078865982555937,0.9885576761278202
0.2319939418114051,0.20351095452586396,0.24041477984133391,0.9889050929282556
0.0986584841970366,0.7392753687439917,0.2972850631584441,0.7448559788935203
-0.3439813595575635,0.42449135432646273,0.24603865417968415,0.026600595040298287
-0.34400547966379735,0.5986812086179721,0.363172534191261,0.1642403020799284
-0.44191638783180054,0.11619263727219943,0.4340118602641645,0.002027471835873523
0.3661761457749352,0.6352681496208323,0.4147577747367943,0.9145097550639223
0.1011150117432088,0.3798149840556731,0.23627696934879722,0.8153065635069952
0.2080725777960455,0.34084785222130953,0.30376779753962074,0.9127722796767526
-0.47941550570419755,0.9801164229900232,0.10426251974043606,1.9093212596721703e-05
0.4699098521619943,0.43810633633264473,0.448111255689742,0.964576820640956
0.33244264080042174,0.6812579943345769,0.1981583303407769,0.9899003828017764
-0.28766088932172384,0.6314502602181027,0.27643659765712053,0.14549134585006107
-0.3181750327928994,0.11326051537630606,0.16102017800757928,4.737529214772301e-09
-0.3165954901465662,0.750448261693673,0.37124342896912615,0.23979654729128486
-0.19575775704046228,0.32992761139924076,0.3181190626761632,0.1868190008615116
0.02475643163223784,0.8009501537047676,0.245915902394947,0.6570747249538202
-0.06805498135788424,0.6115643747892286,0.31407745769982126,0.4881236555346239
-0.2087708598019581,0.32392057505395466,0.1674946350108457,0.024278204623771615
0.11185289472237947,0.3627300307277602,0.41025537285853114,0.742035873210481
-0.36050613934795817,0.734192295969697,0.20638365897848165,0.04070216424795083
-0.20785535146478185,0.554558721971653,0.34600982795663016,0.28426065990008775
-0.1336381567063083,0.671667530264602,0.45976001506329,0.46925576933661933
-0.04393001578296407,0.1667351378644364,0.11543424337832855,0.2322190667694382
0.2851759613930136,0.7891069055061344,0.2550135771810957,0.9389850538032446
-0.30032621784164026,0.32718740572588434,0.1539671038722541,0.0007355892131923126
0.014234438413611605,0.6236626544860966,0.4634630841420949,0.6206136828017618
0.09241456886204247,0.12353302698958861,0.2440309778001697,0.8834411085642149
-0.4535495872800023,0.32820603874539733,0.18533637066578038,2.4123674436954173e-05
0.10754485190143837,0.6523786201359754,0.37059063027456257,0.7316885179498811
-0.32947587631270847,0.2814640709673481,0.31727711497025646,0.03675893746642008
-0.4349484070147205,0.8815090747823189,0.42677467269649255,0.21912696373804813
0.44888553725333324,0.6646161154489861,0.40122726348913823,0.9492343991707215
0.46563203307455936,0.8715756093638277,0.4898679411811337,0.9102188690288192
0.30839734811646113,0.40143679522860953,0.13621292287968814,0.9999407339597904
-0.19538623082662931,0.04364529119842825,0.13210910734260542,1.409474630257586e-12
-0.40232788599361613,0.5803785637215517,0.4629442794050871,0.18885005348535422
0.1842330265121569,0.3458015676981186,0.4822928895731839,0.8029943710050026
-0.0598475062603987,0.45370649216312975,0.26265373837405276,0.4516099715552311
-0.3779617651552212,0.6842991117835213,0.282347931869225,0.08771555102893652
-0.004823089888729815,0.703658020400163,0.2474793143755566,0.5987228014802076
-0.4656114788847816,0.03728085071715724,0.41107475003198896,3.2555566414062263e-09
0.40932040207878206,0.7716096461112174,0.40831464751073465,0.9233714551224038
-0.24122001839998308,0.4985837258065181,0.18816786460314142,0.0592086331889655
0.16252228435398197,0.5611317855913045,0.253557651945314,0.8639738896949272
-0.18828892391058905,0.305014243337954,0.18497467081468355,0.050217280987702964
0.020068021177810813,0.4266254481405752,0.11864965800281779,0.7166600256211311
0.04671027934327965,0.7132713826395384,0.12244858562557154,0.8018501504429775
-0.31514554447447296,0.7789466649148159,0.15872924972817476,0.028617322286255367
0.46958462776455856,0.39323511935629823,0.11195281407098885,0.9999999999987566
0.27513282336111455,0.6942063573248168,0.2692700825105218,0.9323111002521841
0.4394989415641891,0.26546306667155367,0.12560780414825232,0.9999999999989565
0.3948273504276488,0.8337024385257401,0.43896455664999184,0.9013857713481505
0.09789997881108514,0.6137160965182916,0.38483279095872636,0.7181170170871771
0.42187423502311683,0.7774346509062261,0.4134571372733154,0.9259306984231925
-0.4115074979480805,0.4823833037946689,0.3469920472757876,0.06851717977757231
